Annotation Cluster 1	Enrichment Score: 4.213320636378975
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0023051~regulation of signaling	19	52.77777777777778	1.0460109849630209E-5	BLK, SNAP25, CXCL9, IL26, CCL20, IL23R, IL24, GZMB, CARTPT, ADRA2C, IL1A, CXCL10, CXCL11, IFNG, CCL7, CNR2, IRF4, CCL1, DRD2	36	3070	16650	2.8623778501628663	0.020098457699561645	2.7422450146327845E-4	2.3973440952665994E-4
GOTERM_BP_FAT	GO:0019220~regulation of phosphate metabolic process	14	38.88888888888889	1.1837378938161515E-5	CXCL9, IL26, CCL20, IL23R, IL24, CARTPT, ADRA2C, IL1A, CXCL10, CXCL11, IFNG, CCL7, CCL1, DRD2	36	1610	16650	4.021739130434782	0.022714539059459526	3.0026664587611804E-4	2.625011502092249E-4
GOTERM_BP_FAT	GO:0051174~regulation of phosphorus metabolic process	14	38.88888888888889	1.1917799862093346E-5	CXCL9, IL26, CCL20, IL23R, IL24, CARTPT, ADRA2C, IL1A, CXCL10, CXCL11, IFNG, CCL7, CCL1, DRD2	36	1611	16650	4.019242706393545	0.02286708030697837	3.0026664587611804E-4	2.625011502092249E-4
GOTERM_BP_FAT	GO:0042327~positive regulation of phosphorylation	11	30.555555555555557	1.4644683241350325E-5	IL1A, IFNG, CCL7, IL26, CCL20, IL23R, IL24, CCL1, CARTPT, DRD2, ADRA2C	36	932	16650	5.458690987124464	0.028025333675370856	3.4647177424658085E-4	3.028949119186604E-4
GOTERM_BP_FAT	GO:1902531~regulation of intracellular signal transduction	14	38.88888888888889	2.3315830579420867E-5	CXCL9, IL26, CCL20, IL23R, IL24, CARTPT, ADRA2C, IL1A, CXCL10, CXCL11, IFNG, CCL7, CCL1, DRD2	36	1714	16650	3.7777129521586934	0.04424775240620027	5.140080832281419E-4	4.4935964389429306E-4
GOTERM_BP_FAT	GO:0001932~regulation of protein phosphorylation	12	33.33333333333333	4.5521475127945126E-5	IL1A, CXCL10, IFNG, CCL7, IL26, CCL20, IL23R, IL24, CCL1, CARTPT, DRD2, ADRA2C	36	1300	16650	4.269230769230769	0.0845680003488598	9.394857632788675E-4	8.213236363510099E-4
GOTERM_BP_FAT	GO:0006468~protein phosphorylation	14	38.88888888888889	5.319012317382775E-5	BLK, EPHA6, IL26, CCL20, IL23R, IL24, CARTPT, ADRA2C, IL1A, CXCL10, IFNG, CCL7, CCL1, DRD2	36	1852	16650	3.4962203023758103	0.09809381754038704	0.001074883739137769	9.39692176070957E-4
GOTERM_BP_FAT	GO:0043410~positive regulation of MAPK cascade	8	22.22222222222222	5.645343821887462E-5	IL1A, CCL7, IL26, CCL20, CCL1, CARTPT, DRD2, ADRA2C	36	485	16650	7.628865979381443	0.10378883331759303	0.0011175476545369058	9.769901144817486E-4
GOTERM_BP_FAT	GO:0031401~positive regulation of protein modification process	11	30.555555555555557	8.414491056448121E-5	IL1A, IFNG, CCL7, IL26, CCL20, IL23R, IL24, CCL1, CARTPT, DRD2, ADRA2C	36	1143	16650	4.45100612423447	0.15069095073692385	0.0015114919119916068	0.0013213867436792604
GOTERM_BP_FAT	GO:0042325~regulation of phosphorylation	12	33.33333333333333	8.565361946904074E-5	IL1A, CXCL10, IFNG, CCL7, IL26, CCL20, IL23R, IL24, CCL1, CARTPT, DRD2, ADRA2C	36	1393	16650	3.9842067480258434	0.15317464320122243	0.0015244772639443945	0.0013327388864173679
GOTERM_BP_FAT	GO:0051247~positive regulation of protein metabolic process	12	33.33333333333333	1.7476940219382625E-4	IL1A, IFNG, CCL7, IL26, CCL20, IRF4, IL23R, IL24, CCL1, CARTPT, DRD2, ADRA2C	36	1508	16650	3.680371352785146	0.2877006755453667	0.0028095647297373162	0.002456196794656953
GOTERM_BP_FAT	GO:0009966~regulation of signal transduction	16	44.44444444444444	1.9222128174646398E-4	CXCL9, IL26, CCL20, IL23R, IL24, GZMB, CARTPT, ADRA2C, IL1A, CXCL10, CXCL11, IFNG, CCL7, IRF4, CCL1, DRD2	36	2728	16650	2.7126099706744866	0.3114293636281662	0.0030073329563559685	0.002629091079370991
GOTERM_BP_FAT	GO:0016310~phosphorylation	14	38.88888888888889	3.5668135001460397E-4	BLK, EPHA6, IL26, CCL20, IL23R, IL24, CARTPT, ADRA2C, IL1A, CXCL10, IFNG, CCL7, CCL1, DRD2	36	2229	16650	2.904890085240018	0.4996472845174236	0.004838893839358963	0.004230290696676702
GOTERM_BP_FAT	GO:0031399~regulation of protein modification process	12	33.33333333333333	4.149159187620735E-4	IL1A, CXCL10, IFNG, CCL7, IL26, CCL20, IL23R, IL24, CCL1, CARTPT, DRD2, ADRA2C	36	1664	16650	3.3353365384615383	0.5531440166530476	0.005551288844127052	0.004853085504968805
GOTERM_BP_FAT	GO:0043408~regulation of MAPK cascade	8	22.22222222222222	4.467439215748054E-4	IL1A, CCL7, IL26, CCL20, CCL1, CARTPT, DRD2, ADRA2C	36	678	16650	5.457227138643067	0.5799257098349372	0.00589580413506886	0.005154270006740612
GOTERM_BP_FAT	GO:0032270~positive regulation of cellular protein metabolic process	11	30.555555555555557	4.980906553391621E-4	IL1A, IFNG, CCL7, IL26, CCL20, IL23R, IL24, CCL1, CARTPT, DRD2, ADRA2C	36	1420	16650	3.58274647887324	0.6197912433557073	0.006426613034840655	0.005618317374788531
GOTERM_BP_FAT	GO:0035556~intracellular signal transduction	15	41.66666666666667	5.545912173114964E-4	BLK, CXCL9, IL26, CCL20, IL23R, IL24, CARTPT, ADRA2C, IL1A, CXCL10, CXCL11, IFNG, CCL7, CCL1, DRD2	36	2657	16650	2.6110274745954083	0.6593024554013118	0.00696438743568875	0.006088454170581505
GOTERM_BP_FAT	GO:0009893~positive regulation of metabolic process	16	44.44444444444444	6.779808307474217E-4	CXCL9, IL26, CCL20, IL23R, IL24, CARTPT, ADRA2C, IL1A, CXCL10, CXCL11, IFNG, CCL7, IRF4, MZB1, CCL1, DRD2	36	3052	16650	2.424639580602883	0.7319031792636139	0.008169458457453404	0.007141959558680915
GOTERM_BP_FAT	GO:0006796~phosphate-containing compound metabolic process	16	44.44444444444444	7.573253804551115E-4	BLK, CXCL9, EPHA6, IL26, CCL20, IL23R, IL24, CARTPT, ADRA2C, IL1A, CXCL10, CXCL11, IFNG, CCL7, CCL1, DRD2	36	3083	16650	2.4002594875121637	0.7701953013085536	0.009002697938927919	0.007870399847640078
GOTERM_BP_FAT	GO:0006793~phosphorus metabolic process	16	44.44444444444444	7.735796483173651E-4	BLK, CXCL9, EPHA6, IL26, CCL20, IL23R, IL24, CARTPT, ADRA2C, IL1A, CXCL10, CXCL11, IFNG, CCL7, CCL1, DRD2	36	3089	16650	2.395597280673357	0.7773377364965687	0.009095421319610232	0.007951461112401524
GOTERM_BP_FAT	GO:0031325~positive regulation of cellular metabolic process	15	41.66666666666667	0.0010971060224762518	CXCL9, IL26, CCL20, IL23R, IL24, CARTPT, ADRA2C, IL1A, CXCL10, CXCL11, IFNG, CCL7, IRF4, CCL1, DRD2	36	2839	16650	2.443642127509687	0.881240136552323	0.012162203906308162	0.010632524652112703
GOTERM_BP_FAT	GO:0000165~MAPK cascade	8	22.22222222222222	0.001589482089882532	IL1A, CCL7, IL26, CCL20, CCL1, CARTPT, DRD2, ADRA2C	36	841	16650	4.399524375743162	0.9543905004501402	0.016229448707221646	0.014188219076004075
GOTERM_BP_FAT	GO:0023014~signal transduction by protein phosphorylation	8	22.22222222222222	0.002021061908186372	IL1A, CCL7, IL26, CCL20, CCL1, CARTPT, DRD2, ADRA2C	36	877	16650	4.218928164196123	0.9802943662309384	0.0197028145823194	0.017224728624543148
GOTERM_BP_FAT	GO:0010604~positive regulation of macromolecule metabolic process	14	38.88888888888889	0.0037603673536355233	IL26, CCL20, IL23R, IL24, CARTPT, ADRA2C, IL1A, CXCL10, IFNG, CCL7, IRF4, MZB1, CCL1, DRD2	36	2856	16650	2.267156862745098	0.9993329401297388	0.03242272296023518	0.02834481347451488
GOTERM_BP_FAT	GO:0051246~regulation of protein metabolic process	13	36.11111111111111	0.0038204851415644444	IL26, CCL20, IL23R, IL24, CARTPT, ADRA2C, IL1A, CXCL10, IFNG, CCL7, IRF4, CCL1, DRD2	36	2512	16650	2.3935111464968153	0.9994066721022514	0.032650842179008904	0.028544241410102634
GOTERM_BP_FAT	GO:0042592~homeostatic process	10	27.77777777777778	0.005772268391280887	IL1A, CXCL10, CXCL11, CXCL9, IFNG, CCL7, CCL1, CARTPT, CXCL13, DRD2	36	1645	16650	2.811550151975684	0.99998681504424	0.04461434533499968	0.039003056540288385
GOTERM_BP_FAT	GO:0032268~regulation of cellular protein metabolic process	12	33.33333333333333	0.006832833131274644	IL1A, CXCL10, IFNG, CCL7, IL26, CCL20, IL23R, IL24, CCL1, CARTPT, DRD2, ADRA2C	36	2346	16650	2.365728900255754	0.9999983389271914	0.051180294496806215	0.04474318529205327
GOTERM_BP_FAT	GO:0006464~cellular protein modification process	16	44.44444444444444	0.0069353704498998974	BLK, EPHA6, IL26, CCL20, GAD1, IL23R, IL24, CARTPT, ADRA2C, IL1A, CXCL10, IFNG, CCL7, IRF4, CCL1, DRD2	36	3818	16650	1.938187532739654	0.9999986405786613	0.05155026311419847	0.04506662177406217
GOTERM_BP_FAT	GO:0036211~protein modification process	16	44.44444444444444	0.0069353704498998974	BLK, EPHA6, IL26, CCL20, GAD1, IL23R, IL24, CARTPT, ADRA2C, IL1A, CXCL10, IFNG, CCL7, IRF4, CCL1, DRD2	36	3818	16650	1.938187532739654	0.9999986405786613	0.05155026311419847	0.04506662177406217
GOTERM_BP_FAT	GO:0044093~positive regulation of molecular function	10	27.77777777777778	0.011838469985554125	IFNG, CCL7, CCL20, IRF4, IL23R, CCL1, CARTPT, CXCL13, DRD2, ADRA2C	36	1840	16650	2.5135869565217392	0.999999999908581	0.0753004320392623	0.065829656050819
GOTERM_BP_FAT	GO:0043085~positive regulation of catalytic activity	9	25.0	0.013770169799570625	IFNG, CCL7, CCL20, IL23R, CCL1, CARTPT, CXCL13, DRD2, ADRA2C	36	1559	16650	2.6699807568954457	0.999999999997951	0.08617461100376456	0.0753361547744251
GOTERM_BP_FAT	GO:0050790~regulation of catalytic activity	11	30.555555555555557	0.020084311459698558	CXCL10, IFNG, CCL7, CNR2, CCL20, IL23R, CCL1, CARTPT, CXCL13, DRD2, ADRA2C	36	2357	16650	2.1584641493423846	1.0	0.11736013322835903	0.10259937420376129
GOTERM_BP_FAT	GO:0065009~regulation of molecular function	12	33.33333333333333	0.028517786156166236	CXCL10, IFNG, CCL7, CNR2, CCL20, IRF4, IL23R, CCL1, CARTPT, CXCL13, DRD2, ADRA2C	36	2863	16650	1.938526021655606	1.0	0.15497060264135154	0.13547945468027434
GOTERM_BP_FAT	GO:0009611~response to wounding	5	13.88888888888889	0.04606820695956495	IL1A, CCL20, IL24, DRD2, ADRA2C	36	649	16650	3.563174114021572	1.0	0.22511919773691688	0.19680523678443865

Annotation Cluster 2	Enrichment Score: 3.9243174604790454
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0006954~inflammatory response	18	50.0	1.6108796864504203E-15	GBP5, CXCL9, IL26, CCL20, IL23R, TNFRSF9, IL24, CXCL13, CXCL5, IL1A, CXCL10, CXCL11, CCL7, CNR2, OLR1, CCL1, IL17D, IDO1	36	637	16650	13.069073783359498	3.2324143361961433E-12	1.0417021972379385E-12	9.10683982739971E-13
GOTERM_MF_FAT	GO:0005125~cytokine activity	13	36.11111111111111	2.3382536076601753E-14	CXCL9, IL26, CCL20, IL24, CXCL13, CXCL5, IL1A, CXCL10, CXCL11, IFNG, CCL7, CCL1, IL17D	35	222	15478	25.896267696267696	4.193201341706754E-12	4.208856493788315E-12	3.928266060869095E-12
GOTERM_BP_FAT	GO:0002682~regulation of immune system process	21	58.333333333333336	1.933095366082051E-13	BLK, GBP5, CR2, CXCL9, CCL20, IL23R, CARTPT, CXCL13, CXCL5, IL1A, IGLL5, CXCL10, CD79A, CXCL11, IFNG, CCL7, CNR2, IRF4, MZB1, DRD2, IDO1	36	1378	16650	7.048258345428158	3.7517555728783236E-10	7.500410020398358E-11	6.557059481750316E-11
GOTERM_BP_FAT	GO:0002684~positive regulation of immune system process	18	50.0	1.2686131306463815E-12	BLK, GBP5, CR2, CXCL9, CCL20, IL23R, CXCL13, CXCL5, IL1A, IGLL5, CXCL10, CD79A, CXCL11, IFNG, CCL7, IRF4, MZB1, IDO1	36	960	16650	8.671875	2.462453241314222E-9	4.1018491224232997E-10	3.585946449293772E-10
GOTERM_MF_FAT	GO:0005126~cytokine receptor binding	12	33.33333333333333	8.396820963042231E-12	IL1A, CXCL10, CXCL11, CXCL9, IFNG, CCL7, CCL20, IL23R, CCL1, CXCL13, IL17D, CXCL5	35	273	15478	19.43861852433281	1.5030341415922521E-9	6.166268013909355E-10	5.755183479648732E-10
GOTERM_MF_FAT	GO:0008009~chemokine activity	8	22.22222222222222	1.0277113356515592E-11	CXCL10, CXCL11, CXCL9, CCL7, CCL20, CCL1, CXCL13, CXCL5	35	49	15478	72.20058309037901	1.8396031364886767E-9	6.166268013909355E-10	5.755183479648732E-10
GOTERM_BP_FAT	GO:0032496~response to lipopolysaccharide	12	33.33333333333333	1.6518264764956013E-11	CXCL10, CXCL11, CXCL9, IFNG, CNR2, CCL20, IL23R, TNFRSF9, IL24, CXCL13, CXCL5, IDO1	36	302	16650	18.37748344370861	3.206188625703987E-8	4.577919092002095E-9	4.002139577337914E-9
GOTERM_BP_FAT	GO:0002237~response to molecule of bacterial origin	12	33.33333333333333	2.690773944020052E-11	CXCL10, CXCL11, CXCL9, IFNG, CNR2, CCL20, IL23R, TNFRSF9, IL24, CXCL13, CXCL5, IDO1	36	316	16650	17.563291139240505	5.2227841051966095E-8	6.525126814248626E-9	5.70444076132251E-9
GOTERM_BP_FAT	GO:0071345~cellular response to cytokine stimulus	15	41.66666666666667	5.424087134622374E-11	GBP5, CXCL9, CCL20, IL23R, TNFRSF9, IL24, CXCL13, CXCL5, IL1A, CXCL10, CXCL11, IFNG, CCL7, IRF4, CCL1	36	706	16650	9.826487252124647	1.052814533331059E-7	1.1691921156852672E-8	1.0221390867021718E-8
GOTERM_MF_FAT	GO:0042379~chemokine receptor binding	8	22.22222222222222	6.478941714470755E-11	CXCL10, CXCL11, CXCL9, CCL7, CCL20, CCL1, CXCL13, CXCL5	35	63	15478	56.15600907029478	1.1597301785570835E-8	2.91552377151184E-9	2.7211555200777174E-9
GOTERM_MF_FAT	GO:0005102~receptor binding	19	52.77777777777778	1.6344710108433888E-10	BLK, CXCL9, IL26, CCL20, IL23R, IL24, CARTPT, CXCL13, ADRA2C, CXCL5, IL1A, IGLL5, CXCL10, CXCL11, IFNG, CCL7, CCL1, DRD2, IL17D	35	1462	15478	5.747156537033418	2.9257038458574414E-8	5.8840956390362E-9	5.491822596433787E-9
GOTERM_BP_FAT	GO:0050900~leukocyte migration	12	33.33333333333333	1.728568461101972E-10	IL1A, CXCL10, CXCL11, CXCL9, IFNG, CCL7, CNR2, CCL20, OLR1, CCL1, CXCL13, CXCL5	36	376	16650	14.760638297872338	3.355150700601328E-7	3.150760338205924E-8	2.754479141029509E-8
GOTERM_BP_FAT	GO:0030595~leukocyte chemotaxis	10	27.77777777777778	1.7865135938281013E-10	CXCL10, CXCL11, CXCL9, IFNG, CCL7, CNR2, CCL20, CCL1, CXCL13, CXCL5	36	194	16650	23.840206185567013	3.4676214422102447E-7	3.150760338205924E-8	2.754479141029509E-8
GOTERM_BP_FAT	GO:0034097~response to cytokine	15	41.66666666666667	2.9189224203549256E-10	GBP5, CXCL9, CCL20, IL23R, TNFRSF9, IL24, CXCL13, CXCL5, IL1A, CXCL10, CXCL11, IFNG, CCL7, IRF4, CCL1	36	802	16650	8.650249376558603	5.665627708095755E-7	4.7189245795737964E-8	4.1254103541016285E-8
GOTERM_BP_FAT	GO:0070098~chemokine-mediated signaling pathway	8	22.22222222222222	3.256019115051003E-10	CXCL10, CXCL11, CXCL9, CCL7, CCL20, CCL1, CXCL13, CXCL5	36	82	16650	45.1219512195122	6.31993047117696E-7	4.858982371691496E-8	4.247852630097308E-8
GOTERM_BP_FAT	GO:0009617~response to bacterium	13	36.11111111111111	5.513775322619852E-10	CXCL9, CCL20, IL23R, TNFRSF9, IL24, CXCL13, CXCL5, IGLL5, CXCL10, CXCL11, IFNG, CNR2, IDO1	36	544	16650	11.052389705882351	1.070223153543104E-6	7.640517232773224E-8	6.679544962259478E-8
GOTERM_BP_FAT	GO:0019221~cytokine-mediated signaling pathway	13	36.11111111111111	6.786613520891578E-10	CXCL9, CCL20, IL23R, TNFRSF9, CXCL13, CXCL5, IL1A, CXCL10, CXCL11, IFNG, CCL7, IRF4, CCL1	36	554	16650	10.852888086642599	1.3172808118744328E-6	8.777353487019774E-8	7.67339768762141E-8
GOTERM_BP_FAT	GO:0060326~cell chemotaxis	10	27.77777777777778	1.747878156230901E-9	CXCL10, CXCL11, CXCL9, IFNG, CCL7, CNR2, CCL20, CCL1, CXCL13, CXCL5	36	251	16650	18.426294820717132	3.3926257867467058E-6	2.1193022644299674E-7	1.852750845604755E-7
GOTERM_BP_FAT	GO:0002687~positive regulation of leukocyte migration	8	22.22222222222222	2.452179628870384E-9	IL1A, CXCL10, CXCL11, CXCL9, CCL7, CCL20, CXCL13, CXCL5	36	109	16650	33.944954128440365	4.75966944046835E-6	2.7983696941226736E-7	2.4464097944495123E-7
GOTERM_BP_FAT	GO:0043207~response to external biotic stimulus	14	38.88888888888889	5.604753533316446E-9	CXCL9, CCL20, IL23R, TNFRSF9, IL24, CXCL13, CXCL5, IGLL5, CXCL10, CXCL11, IFNG, CNR2, IRF4, IDO1	36	829	16650	7.810615199034982	1.0878767497168873E-5	5.72274834454416E-7	5.0029799960551E-7
GOTERM_BP_FAT	GO:0051707~response to other organism	14	38.88888888888889	5.604753533316446E-9	CXCL9, CCL20, IL23R, TNFRSF9, IL24, CXCL13, CXCL5, IGLL5, CXCL10, CXCL11, IFNG, CNR2, IRF4, IDO1	36	829	16650	7.810615199034982	1.0878767497168873E-5	5.72274834454416E-7	5.0029799960551E-7
GOTERM_BP_FAT	GO:0009607~response to biotic stimulus	14	38.88888888888889	1.0426227565743483E-8	CXCL9, CCL20, IL23R, TNFRSF9, IL24, CXCL13, CXCL5, IGLL5, CXCL10, CXCL11, IFNG, CNR2, IRF4, IDO1	36	873	16650	7.416953035509737	2.02371030032511E-5	1.011344073877118E-6	8.841440975750473E-7
GOTERM_BP_FAT	GO:0032101~regulation of response to external stimulus	13	36.11111111111111	1.3226564546389358E-8	GBP5, CXCL9, IL23R, CARTPT, CXCL13, CXCL5, CXCL10, CXCL11, CCL7, CNR2, CCL1, DRD2, IDO1	36	721	16650	8.339112343966713	2.5672432341750095E-5	1.2218826295235882E-6	1.0682025462226834E-6
GOTERM_BP_FAT	GO:0009605~response to external stimulus	19	52.77777777777778	2.6638346159243188E-8	GBP5, CXCL9, CCL20, IL23R, TNFRSF9, IL24, CARTPT, CXCL13, CXCL5, IGLL5, CXCL10, CXCL11, IFNG, CCL7, CNR2, IRF4, CCL1, DRD2, IDO1	36	2073	16650	4.239025566811384	5.170369397211605E-5	2.067135661957271E-6	1.807145403443058E-6
GOTERM_BP_FAT	GO:0002685~regulation of leukocyte migration	8	22.22222222222222	2.9877991187047406E-8	IL1A, CXCL10, CXCL11, CXCL9, CCL7, CCL20, CXCL13, CXCL5	36	156	16650	23.71794871794872	5.799150019847321E-5	2.1467889964026653E-6	1.8767804834530519E-6
GOTERM_BP_FAT	GO:0007166~cell surface receptor signaling pathway	21	58.333333333333336	3.27749024053312E-8	BLK, CR2, CXCL9, EPHA6, CCL20, IL23R, TNFRSF9, CXCL13, ADRA2C, CXCL5, IL1A, IGLL5, CXCL10, CD79A, CXCL11, IFNG, CCL7, IRF4, CCL1, DRD2, IL17D	36	2669	16650	3.6390033720494572	6.361406325450236E-5	2.2708325237979477E-6	1.9852226599800614E-6
GOTERM_MF_FAT	GO:0045236~CXCR chemokine receptor binding	5	13.88888888888889	4.525094444053088E-8	CXCL10, CXCL11, CXCL9, CXCL13, CXCL5	35	17	15478	130.0672268907563	8.09988643302173E-6	1.3575283332159264E-6	1.2670264443348646E-6
GOTERM_BP_FAT	GO:0032103~positive regulation of response to external stimulus	9	25.0	6.37059320706842E-8	GBP5, CXCL10, CXCL11, CXCL9, CCL7, CCL1, CXCL13, CXCL5, IDO1	36	267	16650	15.589887640449438	1.2364557337196658E-4	4.261707179900943E-6	3.7256986479958766E-6
GOTERM_MF_FAT	GO:0001664~G-protein coupled receptor binding	9	25.0	6.476120231909448E-8	CXCL10, CXCL11, CXCL9, CCL7, CCL20, CCL1, CXCL13, ADRA2C, CXCL5	35	257	15478	15.486603668704836	1.159218839530407E-5	1.665288059633858E-6	1.5542688556582673E-6
GOTERM_BP_FAT	GO:0033993~response to lipid	13	36.11111111111111	9.26112026990309E-8	CXCL9, CCL20, IL23R, TNFRSF9, IL24, CXCL13, CXCL5, CXCL10, CXCL11, IFNG, CNR2, CCL1, IDO1	36	860	16650	6.991279069767442	1.7974219721272888E-4	5.133306663889142E-6	4.487674279358755E-6
GOTERM_MF_FAT	GO:0048248~CXCR3 chemokine receptor binding	4	11.11111111111111	9.655539648754418E-8	CXCL10, CXCL11, CXCL9, CXCL13	35	5	15478	353.78285714285715	1.728326744265818E-5	2.172496420969744E-6	2.0276633262384277E-6
GOTERM_BP_FAT	GO:0048247~lymphocyte chemotaxis	6	16.666666666666664	1.0777203519917826E-7	CXCL10, CXCL11, CCL7, CCL20, CCL1, CXCL13	36	56	16650	49.55357142857142	2.091636537984165E-4	5.8077152301779395E-6	5.077260324939065E-6
GOTERM_CC_FAT	GO:0005615~extracellular space	16	44.44444444444444	1.561052285614725E-7	CXCL9, IL26, CCL20, TNFRSF9, IL24, CARTPT, CXCL13, CXCL5, IL1A, IGLL5, CXCL10, CXCL11, IFNG, CCL7, CCL1, IL17D	34	1444	14527	4.734234968225517	2.0761781485134634E-5	2.0761995398675842E-5	2.0137574484429954E-5
GOTERM_BP_FAT	GO:0016477~cell migration	14	38.88888888888889	3.7511600514523693E-7	CXCL9, CCL20, IL24, CXCL13, CXCL5, IL1A, CXCL10, CXCL11, IFNG, CCL7, CNR2, OLR1, CCL1, DRD2	36	1184	16650	5.46875	7.27835301845392E-4	1.8659616666198966E-5	1.6312737044264663E-5
GOTERM_BP_FAT	GO:1901700~response to oxygen-containing compound	15	41.66666666666667	6.235804490894221E-7	CXCL9, CCL20, IL23R, TNFRSF9, IL24, CXCL13, CXCL5, CXCL10, CXCL11, IFNG, CCL7, CNR2, MZB1, DRD2, IDO1	36	1466	16650	4.732264665757163	0.0012096378266356345	2.88034778865114E-5	2.518077242037285E-5
GOTERM_BP_FAT	GO:0072676~lymphocyte migration	6	16.666666666666664	6.542201689131729E-7	CXCL10, CXCL11, CCL7, CCL20, CCL1, CXCL13	36	80	16650	34.6875	0.0012690358553757441	2.9515979713757103E-5	2.580366061573817E-5
GOTERM_BP_FAT	GO:0002690~positive regulation of leukocyte chemotaxis	6	16.666666666666664	7.403075097383471E-7	CXCL10, CXCL11, CXCL9, CCL7, CXCL13, CXCL5	36	82	16650	33.84146341463415	0.0014359055080513938	3.264083111119076E-5	2.853548946627811E-5
GOTERM_BP_FAT	GO:0030334~regulation of cell migration	11	30.555555555555557	9.387031418917599E-7	IL1A, CXCL10, CXCL11, CXCL9, IFNG, CCL7, CCL20, IL24, CXCL13, DRD2, CXCL5	36	685	16650	7.427007299270074	0.0018203647761270147	4.041717314198495E-5	3.533377610763221E-5
