Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0023061~signal release	8	8.695652174	0.001282289	"SNAP25, SFRP1, RIMS4, PCLO, GAD1, CARTPT, DRD2, ADRA2C"	67	417	16650	4.76752926	0.916599726	0.082707613	0.080741437
GOTERM_MF_FAT	GO:0046873~metal ion transmembrane transporter activity	8	8.695652174	0.001306467	"SLC10A4, SCN10A, KCNB2, SLC6A15, KCNE5, KCNK15, ATP1A2, SLC8A2"	62	422	15478	4.732609693	0.340140275	0.144807557	0.143899673
GOTERM_BP_FAT	GO:0051580~regulation of neurotransmitter uptake	3	3.260869565	0.001365661	"ATP1A2, DRD2, GFAP"	67	14	16650	53.25159915	0.929046293	0.085243709	0.083217243
GOTERM_BP_FAT	GO:0006940~regulation of smooth muscle contraction	4	4.347826087	0.001419343	"KCNB2, ADRA1D, ATP1A2, ADRA2C"	67	56	16650	17.75053305	0.936059312	0.085825879	0.083785574
GOTERM_BP_FAT	GO:0006811~ion transport	15	16.30434783	0.001478691	"SLC10A4, SNAP25, KCNB2, SLC6A15, KCNE5, GABRA4, KCNK15, HBA2, SLC4A1, ATP1A2, SLC8A2, SCN10A, CNTN1, SLC26A4, DRD2"	67	1458	16650	2.556661139	0.943009094	0.086705037	0.084643832
GOTERM_BP_FAT	GO:0045597~positive regulation of cell differentiation	11	11.95652174	0.001653866	"BTC, SFRP1, ATP8A2, CNTN1, VWC2, SOX8, DRD2, ADRA2C, PROM1, NTN1, GFAP"	67	841	16650	3.250394875	0.959422267	0.094124449	0.091886865
GOTERM_BP_FAT	GO:0051952~regulation of amine transport	4	4.347826087	0.00173251	"ATP1A2, CARTPT, DRD2, ADRA2C"	67	60	16650	16.56716418	0.965162043	0.094890592	0.092634795
GOTERM_BP_FAT	GO:0003008~system process	18	19.56521739	0.001765406	"SNAP25, ATP8A2, CNTN5, SMPX, LAMC3, KCNB2, KCNE5, KCNK15, ADRA1D, ATP1A2, CARTPT, ADRA2C, SLC8A2, POU3F4, BTC, SCN10A, SLC26A4, DRD2"	67	2014	16650	2.221020024	0.967315267	0.094890592	0.092634795
GOTERM_MF_FAT	GO:0004935~adrenergic receptor activity	3	3.260869565	0.001769356	"ADRA1D, DRD2, ADRA2C"	62	16	15478	46.80846774	0.43058948	0.144807557	0.143899673
GOTERM_BP_FAT	GO:0051962~positive regulation of nervous system development	8	8.695652174	0.001955412	"ATP8A2, CNTN1, VWC2, SOX8, DRD2, ADRA2C, NTN1, GFAP"	67	449	16650	4.427749892	0.977390465	0.101515431	0.099102144
GOTERM_BP_FAT	GO:0051588~regulation of neurotransmitter transport	4	4.347826087	0.001993585	"RIMS4, ATP1A2, DRD2, GFAP"	67	63	16650	15.7782516	0.979004188	0.101515431	0.099102144
GOTERM_MF_FAT	GO:0015081~sodium ion transmembrane transporter activity	5	5.434782609	0.002074555	"SLC10A4, SCN10A, SLC6A15, ATP1A2, SLC8A2"	62	137	15478	9.111137273	0.483352196	0.144807557	0.143899673
GOTERM_BP_FAT	GO:0098660~inorganic ion transmembrane transport	10	10.86956522	0.002145811	"SCN10A, KCNB2, GABRA4, KCNE5, KCNK15, SLC4A1, ATP1A2, SLC26A4, DRD2, SLC8A2"	67	725	16650	3.427689141	0.984372965	0.105482528	0.102974933
GOTERM_BP_FAT	GO:0046888~negative regulation of hormone secretion	4	4.347826087	0.002180517	"SFRP1, CARTPT, DRD2, ADRA2C"	67	65	16650	15.29276693	0.985390611	0.105482528	0.102974933
GOTERM_BP_FAT	GO:0008016~regulation of heart contraction	6	6.52173913	0.002295987	"SCN10A, KCNE5, KCNK15, ATP1A2, DRD2, SLC8A2"	67	233	16650	6.399333803	0.988323074	0.108359363	0.105783378
GOTERM_BP_FAT	GO:0015837~amine transport	4	4.347826087	0.002480758	"ATP1A2, CARTPT, DRD2, ADRA2C"	67	68	16650	14.61808604	0.991841653	0.111765684	0.109108722
GOTERM_BP_FAT	GO:0018108~peptidyl-tyrosine phosphorylation	7	7.608695652	0.002563854	"BTC, SFRP1, EPHA6, DOK7, IL31RA, CNTN1, ADRA2C"	67	349	16650	4.984390369	0.993056823	0.111765684	0.109108722
GOTERM_BP_FAT	GO:0099531~presynaptic process involved in chemical synaptic transmission	5	5.434782609	0.002617608	"SNAP25, RIMS4, PCLO, GAD1, DRD2"	67	145	16650	8.569222851	0.993744743	0.111765684	0.109108722
GOTERM_BP_FAT	GO:0018212~peptidyl-tyrosine modification	7	7.608695652	0.002637684	"BTC, SFRP1, EPHA6, DOK7, IL31RA, CNTN1, ADRA2C"	67	351	16650	4.955989284	0.993983818	0.111765684	0.109108722
GOTERM_BP_FAT	GO:0030072~peptide hormone secretion	6	6.52173913	0.002656962	"SNAP25, SFRP1, PCLO, CARTPT, DRD2, ADRA2C"	67	241	16650	6.186907785	0.994204793	0.111765684	0.109108722
GOTERM_CC_FAT	GO:1902495~transmembrane transporter complex	7	7.608695652	0.002744073	"SNAP25, SCN10A, KCNB2, GABRA4, KCNE5, VWC2, ATP1A2"	64	324	14527	4.90398341	0.450655901	0.072789538	0.069450568
GOTERM_BP_FAT	GO:0035637~multicellular organismal signaling	5	5.434782609	0.002818429	"SCN10A, KCNE5, KCNK15, ATP1A2, CARTPT"	67	148	16650	8.395522388	0.995764197	0.113562986	0.110863298
GOTERM_BP_FAT	GO:0060047~heart contraction	6	6.52173913	0.002852148	"SCN10A, KCNE5, KCNK15, ATP1A2, DRD2, SLC8A2"	67	245	16650	6.085897045	0.996032614	0.113562986	0.110863298
GOTERM_BP_FAT	GO:0010720~positive regulation of cell development	8	8.695652174	0.002943216	"ATP8A2, CNTN1, VWC2, SOX8, DRD2, ADRA2C, NTN1, GFAP"	67	483	16650	4.116065635	0.996675606	0.113562986	0.110863298
GOTERM_CC_FAT	GO:0005576~extracellular region	32	34.7826087	0.002964513	"RTN4R, SH3GL3, HPSE2, LAMC3, PCDH11X, ATP1A2, SLC4A1, SEMA3E, C7ORF34, NTN1, CDH8, CLEC3A, SCUBE1, PCLO, C1QTNF8, CPAMD8, CYTL1, PROM1, LEFTY2, SPHKAP, HBA2, CARTPT, CYS1, BTC, SCN10A, SFRP1, ARMC3, GSTA1, VWC2, CNTN1, IL17D, SLC26A4"	64	4623	14527	1.57116591	0.476502816	0.072789538	0.069450568
GOTERM_CC_FAT	GO:1990351~transporter complex	7	7.608695652	0.003005073	"SNAP25, SCN10A, KCNB2, GABRA4, KCNE5, VWC2, ATP1A2"	64	330	14527	4.814820076	0.48112493	0.072789538	0.069450568
GOTERM_BP_FAT	GO:0003015~heart process	6	6.52173913	0.003005215	"SCN10A, KCNE5, KCNK15, ATP1A2, DRD2, SLC8A2"	67	248	16650	6.012277323	0.997052673	0.113562986	0.110863298
GOTERM_BP_FAT	GO:0006937~regulation of muscle contraction	5	5.434782609	0.003029577	"SCN10A, KCNB2, ADRA1D, ATP1A2, ADRA2C"	67	151	16650	8.22872393	0.997188853	0.113562986	0.110863298
GOTERM_BP_FAT	GO:0071880~adenylate cyclase-activating adrenergic receptor signaling pathway	3	3.260869565	0.003095653	"ADRA1D, DRD2, ADRA2C"	67	21	16650	35.5010661	0.997527386	0.113562986	0.110863298
GOTERM_BP_FAT	GO:0002790~peptide secretion	6	6.52173913	0.003110511	"SNAP25, SFRP1, PCLO, CARTPT, DRD2, ADRA2C"	67	250	16650	5.964179104	0.997597713	0.113562986	0.110863298
GOTERM_BP_FAT	GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules	5	5.434782609	0.003645067	"PCDH11Y, PCDH20, PCDH11X, FAT3, CDH8"	67	159	16650	7.814700084	0.999149548	0.130614903	0.127509846
GOTERM_BP_FAT	GO:0006941~striated muscle contraction	5	5.434782609	0.003811261	"SCN10A, ATP8A2, SMPX, KCNE5, ATP1A2"	67	161	16650	7.717623065	0.999384267	0.134087079	0.130899479
GOTERM_CC_FAT	GO:0044421~extracellular region part	28	30.43478261	0.003961567	"RTN4R, SH3GL3, HPSE2, LAMC3, PCDH11X, ATP1A2, SLC4A1, SEMA3E, NTN1, SCUBE1, PCLO, CPAMD8, CYTL1, PROM1, LEFTY2, SPHKAP, HBA2, CARTPT, CYS1, BTC, SCN10A, SFRP1, ARMC3, GSTA1, VWC2, CNTN1, IL17D, SLC26A4"	64	3878	14527	1.638876354	0.579090196	0.086362153	0.082400587
GOTERM_MF_FAT	GO:0022890~inorganic cation transmembrane transporter activity	8	8.695652174	0.004128129	"SLC10A4, SCN10A, KCNB2, SLC6A15, KCNE5, KCNK15, ATP1A2, SLC8A2"	62	518	15478	3.855523726	0.73164973	0.219478872	0.218102829
GOTERM_BP_FAT	GO:0015833~peptide transport	6	6.52173913	0.004181707	"SNAP25, SFRP1, PCLO, CARTPT, DRD2, ADRA2C"	67	268	16650	5.563599911	0.999700309	0.144492908	0.141057934
GOTERM_BP_FAT	GO:0030001~metal ion transport	10	10.86956522	0.004633084	"SLC10A4, SCN10A, KCNB2, SLC6A15, KCNE5, CNTN1, KCNK15, ATP1A2, DRD2, SLC8A2"	67	814	16650	3.052917232	0.999875411	0.155133481	0.151445553
GOTERM_BP_FAT	GO:0046942~carboxylic acid transport	6	6.52173913	0.004662044	"SLC10A4, SNAP25, SLC6A15, ATP1A2, SLC26A4, DRD2"	67	275	16650	5.421981004	0.999882235	0.155133481	0.151445553
GOTERM_BP_FAT	GO:0001504~neurotransmitter uptake	3	3.260869565	0.004730168	"SNAP25, ATP1A2, DRD2"	67	26	16650	28.673938	0.999896851	0.155133481	0.151445553
GOTERM_BP_FAT	GO:0050804~modulation of synaptic transmission	6	6.52173913	0.005028409	"SNAP25, RIMS4, ATP1A2, DRD2, GFAP, SLC8A2"	67	280	16650	5.325159915	0.99994226	0.157717887	0.153968521
GOTERM_BP_FAT	GO:0071875~adrenergic receptor signaling pathway	3	3.260869565	0.005095577	"ADRA1D, DRD2, ADRA2C"	67	27	16650	27.6119403	0.999949334	0.157717887	0.153968521
GOTERM_BP_FAT	GO:0050796~regulation of insulin secretion	5	5.434782609	0.005120761	"SNAP25, SFRP1, CARTPT, DRD2, ADRA2C"	67	175	16650	7.10021322	0.999951757	0.157717887	0.153968521
GOTERM_BP_FAT	GO:0048640~negative regulation of developmental growth	4	4.347826087	0.005135001	"RTN4R, SFRP1, SEMA3E, NTN1"	67	88	16650	11.29579376	0.999953076	0.157717887	0.153968521
GOTERM_BP_FAT	GO:0042886~amide transport	6	6.52173913	0.005738773	"SNAP25, SFRP1, PCLO, CARTPT, DRD2, ADRA2C"	67	289	16650	5.159324485	0.999985513	0.173508204	0.169383461
GOTERM_BP_FAT	GO:0046879~hormone secretion	6	6.52173913	0.006250091	"SNAP25, SFRP1, PCLO, CARTPT, DRD2, ADRA2C"	67	295	16650	5.054389072	0.999994649	0.186060412	0.18163727
GOTERM_BP_FAT	GO:0061337~cardiac conduction	4	4.347826087	0.006727354	"SCN10A, KCNE5, KCNK15, ATP1A2"	67	97	16650	10.24773042	0.999997889	0.197233784	0.192545022
GOTERM_BP_FAT	GO:0048638~regulation of developmental growth	6	6.52173913	0.006980771	"RTN4R, SFRP1, ATP8A2, SEMA3E, DRD2, NTN1"	67	303	16650	4.920939855	0.999998712	0.200300771	0.195539099
GOTERM_BP_FAT	GO:0045665~negative regulation of neuron differentiation	5	5.434782609	0.007208488	"RTN4R, SEMA3E, SOX8, NTN1, GFAP"	67	193	16650	6.438017168	0.999999174	0.200300771	0.195539099
GOTERM_BP_FAT	GO:0010721~negative regulation of cell development	6	6.52173913	0.00726961	"RTN4R, SFRP1, SEMA3E, SOX8, NTN1, GFAP"	67	306	16650	4.872695347	0.999999266	0.200300771	0.195539099
GOTERM_BP_FAT	GO:0009914~hormone transport	6	6.52173913	0.00726961	"SNAP25, SFRP1, PCLO, CARTPT, DRD2, ADRA2C"	67	306	16650	4.872695347	0.999999266	0.200300771	0.195539099
GOTERM_BP_FAT	GO:0031344~regulation of cell projection organization	8	8.695652174	0.007349537	"RTN4R, SNAP25, SFRP1, ATP8A2, CNTN1, SEMA3E, NTN1, GFAP"	67	572	16650	3.475628849	0.999999372	0.200300771	0.195539099
GOTERM_CC_FAT	GO:0048786~presynaptic active zone	3	3.260869565	0.007446376	"RIMS4, PCLO, GAD1"	64	30	14527	22.6984375	0.803949707	0.132768704	0.126678397
GOTERM_CC_FAT	GO:0098793~presynapse	6	6.52173913	0.007472947	"SNAP25, RIMS4, PCLO, GAD1, IL31RA, DRD2"	64	282	14527	4.829454787	0.805090524	0.132768704	0.126678397
GOTERM_BP_FAT	GO:0090257~regulation of muscle system process	5	5.434782609	0.007874921	"SCN10A, KCNB2, ADRA1D, ATP1A2, ADRA2C"	67	198	16650	6.275440977	0.999999775	0.211638499	0.206607299
GOTERM_CC_FAT	GO:0034702~ion channel complex	6	6.52173913	0.0079174	"SNAP25, SCN10A, KCNB2, GABRA4, KCNE5, VWC2"	64	286	14527	4.761909965	0.823222274	0.132768704	0.126678397
GOTERM_BP_FAT	GO:0090276~regulation of peptide hormone secretion	5	5.434782609	0.008436401	"SNAP25, SFRP1, CARTPT, DRD2, ADRA2C"	67	202	16650	6.151174819	0.999999925	0.223622406	0.218306318
GOTERM_BP_FAT	GO:0007417~central nervous system development	10	10.86956522	0.009028971	"SH3GL3, LAMC3, GABRA4, DNER, CNTN1, SOX8, NR0B1, DRD2, POU3F4, GFAP"	67	904	16650	2.748976357	0.999999976	0.235823443	0.230217305
GOTERM_BP_FAT	GO:0002791~regulation of peptide secretion	5	5.434782609	0.009174436	"SNAP25, SFRP1, CARTPT, DRD2, ADRA2C"	67	207	16650	6.002595717	0.999999982	0.235823443	0.230217305
GOTERM_BP_FAT	GO:0050806~positive regulation of synaptic transmission	4	4.347826087	0.009262316	"SNAP25, DRD2, GFAP, SLC8A2"	67	109	16650	9.119539915	0.999999985	0.235823443	0.230217305
GOTERM_BP_FAT	GO:0090087~regulation of peptide transport	5	5.434782609	0.009481091	"SNAP25, SFRP1, CARTPT, DRD2, ADRA2C"	67	209	16650	5.94515461	0.99999999	0.238258581	0.232594553
GOTERM_BP_FAT	GO:0051049~regulation of transport	15	16.30434783	0.009703604	"SNAP25, ATP8A2, KCNB2, KCNE5, KCNK15, ATP1A2, CARTPT, ADRA2C, GFAP, SCN10A, SFRP1, RIMS4, PCLO, CNTN1, DRD2"	67	1796	16650	2.075507762	0.999999994	0.240724029	0.235001391
GOTERM_BP_FAT	GO:0030517~negative regulation of axon extension	3	3.260869565	0.009923967	"RTN4R, SEMA3E, NTN1"	67	38	16650	19.61901021	0.999999996	0.243074387	0.237295874
GOTERM_MF_FAT	GO:0008324~cation transmembrane transporter activity	8	8.695652174	0.01035941	"SLC10A4, SCN10A, KCNB2, SLC6A15, KCNE5, KCNK15, ATP1A2, SLC8A2"	62	616	15478	3.242144952	0.963537637	0.427431672	0.424751849
GOTERM_BP_FAT	GO:0050730~regulation of peptidyl-tyrosine phosphorylation	5	5.434782609	0.010606872	"SFRP1, DOK7, IL31RA, CNTN1, ADRA2C"	67	216	16650	5.752487562	0.999999999	0.25655372	0.250454769
GOTERM_MF_FAT	GO:0005102~receptor binding	13	14.13043478	0.01071929	"SEMA3E, NR0B1, CARTPT, ADRA2C, GFAP, BTC, SFRP1, DNER, DOK7, CYTL1, DRD2, IL17D, LEFTY2"	62	1462	15478	2.219827016	0.967520147	0.427431672	0.424751849
GOTERM_CC_FAT	GO:0043204~perikaryon	4	4.347826087	0.010922363	"ENDOG, KCNB2, DRD2, SLC8A2"	64	106	14527	8.565448113	0.908751991	0.170076797	0.162275109
GOTERM_BP_FAT	GO:0010817~regulation of hormone levels	7	7.608695652	0.011203769	"SNAP25, SFRP1, PCLO, SOX8, CARTPT, DRD2, ADRA2C"	67	475	16650	3.66221524	1	0.267645586	0.261282952
GOTERM_BP_FAT	GO:0050433~regulation of catecholamine secretion	3	3.260869565	0.011487755	"CARTPT, DRD2, ADRA2C"	67	41	16650	18.18347288	1	0.271082996	0.264638645
GOTERM_BP_FAT	GO:0010771~negative regulation of cell morphogenesis involved in differentiation	4	4.347826087	0.011747944	"RTN4R, SFRP1, SEMA3E, NTN1"	67	119	16650	8.353192023	1	0.272795979	0.266310907
GOTERM_BP_FAT	GO:0050877~neurological system process	12	13.04347826	0.011842306	"SNAP25, SCN10A, ATP8A2, CNTN5, LAMC3, ATP1A2, CARTPT, SLC26A4, DRD2, ADRA2C, POU3F4, SLC8A2"	67	1288	16650	2.315286919	1	0.272795979	0.266310907
GOTERM_BP_FAT	GO:0090278~negative regulation of peptide hormone secretion	3	3.260869565	0.012031567	"SFRP1, CARTPT, DRD2"	67	42	16650	17.75053305	1	0.273895086	0.267383885
GOTERM_BP_FAT	GO:0002792~negative regulation of peptide secretion	3	3.260869565	0.012586496	"SFRP1, CARTPT, DRD2"	67	43	16650	17.33772995	1	0.282777646	0.276055283
GOTERM_BP_FAT	GO:0098742~cell-cell adhesion via plasma-membrane adhesion molecules	5	5.434782609	0.012920433	"PCDH11Y, PCDH20, PCDH11X, FAT3, CDH8"	67	229	16650	5.425927133	1	0.282777646	0.276055283
GOTERM_BP_FAT	GO:0045596~negative regulation of cell differentiation	8	8.695652174	0.013127274	"RTN4R, SFRP1, SEMA3E, SOX8, NR0B1, CARTPT, NTN1, GFAP"	67	640	16650	3.106343284	1	0.282777646	0.276055283
GOTERM_BP_FAT	GO:0050432~catecholamine secretion	3	3.260869565	0.013152449	"CARTPT, DRD2, ADRA2C"	67	44	16650	16.94369064	1	0.282777646	0.276055283
