Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0002687~positive regulation of leukocyte migration	9	5.769230769	1.05E-06	"IL1A, CXCL10, CXCL11, CXCL9, CCL7, CCL20, CCR6, CXCL13, CXCL5"	119	109	16650	11.55269447	0.002744946	1.96E-04	1.91E-04
GOTERM_BP_FAT	GO:0050707~regulation of cytokine secretion	10	6.41025641	1.19E-06	"IL1A, AIM2, IFNG, IL26, TNFRSF9, CLEC6A, CLEC5A, APOA1, ALOX15B, CAMP"	119	150	16650	9.327731092	0.003119609	1.96E-04	1.91E-04
GOTERM_BP_FAT	GO:0030595~leukocyte chemotaxis	11	7.051282051	1.20E-06	"CXCL10, CXCL11, CXCL9, IFNG, CCL7, CNR2, CCL20, CCL1, CCR6, CXCL13, CXCL5"	119	194	16650	7.933379537	0.003134846	1.96E-04	1.91E-04
GOTERM_BP_FAT	GO:0051707~response to other organism	21	13.46153846	1.40E-06	"CXCL9, CCL20, IL23R, TNFRSF9, IL24, LPO, CXCL13, LYZ, AICDA, CXCL5, CHIT1, IGLL5, CXCL10, CXCL11, AIM2, IFNG, CNR2, IRF4, CLEC6A, CAMP, IDO1"	119	829	16650	3.544312779	0.003658936	2.04E-04	1.98E-04
GOTERM_BP_FAT	GO:0043207~response to external biotic stimulus	21	13.46153846	1.40E-06	"CXCL9, CCL20, IL23R, TNFRSF9, IL24, LPO, CXCL13, LYZ, AICDA, CXCL5, CHIT1, IGLL5, CXCL10, CXCL11, AIM2, IFNG, CNR2, IRF4, CLEC6A, CAMP, IDO1"	119	829	16650	3.544312779	0.003658936	2.04E-04	1.98E-04
GOTERM_BP_FAT	GO:0072676~lymphocyte migration	8	5.128205128	1.56E-06	"CXCL10, CXCL11, GPR15, CCL7, CCL20, CCL1, CCR6, CXCL13"	119	80	16650	13.99159664	0.004067829	2.14E-04	2.08E-04
GOTERM_BP_FAT	GO:0050900~leukocyte migration	14	8.974358974	2.64E-06	"CXCL9, GPR15, CCL20, CXCL13, CXCL5, IL1A, CXCL10, CXCL11, IFNG, CCL7, CNR2, OLR1, CCL1, CCR6"	119	376	16650	5.209637046	0.006901416	3.46E-04	3.36E-04
GOTERM_BP_FAT	GO:0050714~positive regulation of protein secretion	11	7.051282051	2.90E-06	"BLK, IL1A, AIM2, IFNG, IL26, CLEC6A, CLEC5A, OR51E2, FGG, ALOX15B, CAMP"	119	214	16650	7.191942197	0.007580197	3.62E-04	3.52E-04
GOTERM_BP_FAT	GO:0009607~response to biotic stimulus	21	13.46153846	3.08E-06	"CXCL9, CCL20, IL23R, TNFRSF9, IL24, LPO, CXCL13, LYZ, AICDA, CXCL5, CHIT1, IGLL5, CXCL10, CXCL11, AIM2, IFNG, CNR2, IRF4, CLEC6A, CAMP, IDO1"	119	873	16650	3.365676167	0.008042405	3.67E-04	3.57E-04
GOTERM_MF_FAT	GO:0048248~CXCR3 chemokine receptor binding	4	2.564102564	3.65E-06	"CXCL10, CXCL11, CXCL9, CXCL13"	113	5	15478	109.5787611	0.001484383	3.72E-04	3.65E-04
GOTERM_BP_FAT	GO:0050715~positive regulation of cytokine secretion	8	5.128205128	5.70E-06	"IL1A, AIM2, IFNG, IL26, CLEC6A, CLEC5A, ALOX15B, CAMP"	119	97	16650	11.53946115	0.014816759	6.26E-04	6.08E-04
GOTERM_MF_FAT	GO:0045236~CXCR chemokine receptor binding	5	3.205128205	5.75E-06	"CXCL10, CXCL11, CXCL9, CXCL13, CXCL5"	113	17	15478	40.28630921	0.002337524	4.69E-04	4.60E-04
GOTERM_BP_FAT	GO:0009306~protein secretion	15	9.615384615	5.86E-06	"BLK, GBP5, IL26, TNFRSF9, OR51E2, FGG, APOA1, ALOX15B, MC4R, IL1A, AIM2, IFNG, CLEC6A, CLEC5A, CAMP"	119	469	16650	4.474924298	0.015244239	6.26E-04	6.08E-04
GOTERM_BP_FAT	GO:0072678~T cell migration	6	3.846153846	5.97E-06	"CXCL10, CXCL11, GPR15, CCL20, CCR6, CXCL13"	119	37	16650	22.68907563	0.015526371	6.26E-04	6.08E-04
GOTERM_BP_FAT	GO:0045087~innate immune response	20	12.82051282	6.30E-06	"BLK, GBP5, CR2, CCL20, IL23R, GZMB, PSMA8, IGLL5, MARCO, AIM2, IFNG, CCL7, IRF4, UBD, CLEC6A, CLEC5A, SLAMF7, CCL1, ULBP1, CAMP"	119	836	16650	3.347271923	0.016386944	6.35E-04	6.18E-04
GOTERM_BP_FAT	GO:0060326~cell chemotaxis	11	7.051282051	1.19E-05	"CXCL10, CXCL11, CXCL9, IFNG, CCL7, CNR2, CCL20, CCL1, CCR6, CXCL13, CXCL5"	119	251	16650	6.131775419	0.030616722	0.001151228	0.001119152
GOTERM_BP_FAT	GO:0001817~regulation of cytokine production	16	10.25641026	1.40E-05	"GBP5, IL26, CCL20, IL23R, TNFRSF9, APOA1, ALOX15B, IL1A, AIM2, IFNG, IRF4, CLEC6A, CLEC5A, IGF2BP1, CAMP, IDO1"	119	577	16650	3.879818825	0.035924507	0.001306124	0.001269732
GOTERM_BP_FAT	GO:0002685~regulation of leukocyte migration	9	5.769230769	1.52E-05	"IL1A, CXCL10, CXCL11, CXCL9, CCL7, CCL20, CCR6, CXCL13, CXCL5"	119	156	16650	8.072074984	0.039011106	0.001371619	0.001333402
GOTERM_BP_FAT	GO:0001819~positive regulation of cytokine production	13	8.333333333	1.90E-05	"GBP5, IL26, CCL20, IL23R, ALOX15B, IL1A, AIM2, IFNG, IRF4, CLEC6A, CLEC5A, CAMP, IDO1"	119	386	16650	4.712195759	0.048593359	0.001659808	0.001613561
GOTERM_BP_FAT	GO:1903532~positive regulation of secretion by cell	12	7.692307692	2.09E-05	"BLK, IL1A, AIM2, IFNG, IL26, CLEC6A, CLEC5A, OR51E2, FGG, ILDR1, ALOX15B, CAMP"	119	327	16650	5.134530877	0.053325071	0.001767033	0.001717799
GOTERM_BP_FAT	GO:0050708~regulation of protein secretion	13	8.333333333	2.21E-05	"BLK, IL26, TNFRSF9, OR51E2, FGG, APOA1, ALOX15B, IL1A, AIM2, IFNG, CLEC6A, CLEC5A, CAMP"	119	392	16650	4.640070314	0.05635214	0.001795598	0.001745567
GOTERM_BP_FAT	GO:0048584~positive regulation of response to stimulus	32	20.51282051	2.26E-05	"BLK, CXCL9, IL26, IL23R, IL24, CXCL13, CXCL5, PSMA8, CD79A, CCL7, UBD, AGR2, CCL1, CCR6, INSL3, GBP5, CR2, CCL20, FGG, APOA1, GZMB, ALOX15B, IL1A, IGLL5, CXCL10, MARCO, CXCL11, AIM2, IFNG, IRF4, CLEC6A, IDO1"	119	2030	16650	2.205571884	0.057555271	0.001795598	0.001745567
GOTERM_BP_FAT	GO:0002690~positive regulation of leukocyte chemotaxis	7	4.487179487	2.52E-05	"CXCL10, CXCL11, CXCL9, CCL7, CCR6, CXCL13, CXCL5"	119	82	16650	11.94404591	0.063855303	0.001939977	0.001885924
GOTERM_MF_FAT	GO:0005126~cytokine receptor binding	11	7.051282051	2.88E-05	"IL1A, CXCL10, CXCL11, CXCL9, IFNG, CCL7, CCL20, IL23R, CCL1, CXCL13, CXCL5"	113	273	15478	5.519076793	0.011641044	0.001956322	0.001917963
GOTERM_BP_FAT	GO:0009605~response to external stimulus	32	20.51282051	3.41E-05	"CXCL9, GUCY2D, IL23R, IL24, LPO, CXCL13, CXCL5, MC4R, CCL7, CNR2, LIPG, SPP1, CCL1, CCR6, CAMP, GBP5, CCL20, DCC, TNFRSF9, FGG, APOA1, LYZ, AICDA, CHIT1, IGLL5, CXCL10, CXCL11, AIM2, IFNG, IRF4, CLEC6A, IDO1"	119	2073	16650	2.159821961	0.085556721	0.002554405	0.002483233
GOTERM_BP_FAT	GO:0001816~cytokine production	16	10.25641026	3.94E-05	"GBP5, IL26, CCL20, IL23R, TNFRSF9, APOA1, ALOX15B, IL1A, AIM2, IFNG, IRF4, CLEC6A, CLEC5A, IGF2BP1, CAMP, IDO1"	119	631	16650	3.547789956	0.098168731	0.002869066	0.002789126
GOTERM_BP_FAT	GO:0051047~positive regulation of secretion	12	7.692307692	4.43E-05	"BLK, IL1A, AIM2, IFNG, IL26, CLEC6A, CLEC5A, OR51E2, FGG, ILDR1, ALOX15B, CAMP"	119	355	16650	4.729553793	0.109677537	0.003138505	0.003051058
GOTERM_BP_FAT	GO:0048247~lymphocyte chemotaxis	6	3.846153846	4.70E-05	"CXCL10, CXCL11, CCL7, CCL20, CCL1, CXCL13"	119	56	16650	14.9909964	0.115895186	0.003240257	0.003149975
GOTERM_BP_FAT	GO:0032101~regulation of response to external stimulus	17	10.8974359	4.89E-05	"GBP5, CXCL9, GUCY2D, IL23R, FGG, APOA1, CXCL13, CXCL5, CXCL10, CXCL11, AIM2, CCL7, CNR2, SPP1, CCL1, CCR6, IDO1"	119	721	16650	3.298989499	0.120198887	0.003282242	0.00319079
GOTERM_CC_FAT	GO:0005576~extracellular region	54	34.61538462	7.18E-05	"RAB3B, PIGR, ADAMDEC1, CXCL9, IL26, CPNE7, IL24, DMP1, CXCL13, CXCL5, IL4I1, PRB1, LIPG, LIPM, OLR1, VSTM1, CA6, INSL3, KIR3DX1, CAMP, CR2, SPINK8, FGG, APOA1, CHIT1, MMP12, IL1A, F9, IFNG, MZB1, CHI3L2, FBP1, PADI1, HIST1H3J, KLK1, AKR1D1, LPO, PSMA8, CCL7, SPP1, AGR2, CCL1, PLA2G2D, CCL20, PLA2G2C, AMBN, TNFRSF9, SIGLEC10, LYZ, ALOX15B, CXCL10, IGLL5, CXCL11, KRT18"	107	4623	14527	1.585849703	0.017926339	0.009044156	0.009044156
GOTERM_BP_FAT	GO:0050776~regulation of immune response	19	12.17948718	7.30E-05	"BLK, GBP5, PIGR, CR2, IL23R, APOA1, CXCL13, PSMA8, FCRLB, IGLL5, CD79A, MARCO, AIM2, IFNG, IRF4, CLEC6A, SLAMF7, ULBP1, IDO1"	119	912	16650	2.914915966	0.174255249	0.004784738	0.004651423
GOTERM_BP_FAT	GO:0002688~regulation of leukocyte chemotaxis	7	4.487179487	7.73E-05	"CXCL10, CXCL11, CXCL9, CCL7, CCR6, CXCL13, CXCL5"	119	100	16650	9.794117647	0.183362356	0.004938407	0.00480081
GOTERM_BP_FAT	GO:0034612~response to tumor necrosis factor	10	6.41025641	1.07E-04	"KRT18, AIM2, CCL7, CCL20, TNFRSF9, UBD, APOA1, CCL1, CAMP, PSMA8"	119	263	16650	5.319998722	0.243796514	0.006650554	0.006465252
GOTERM_BP_FAT	GO:0032103~positive regulation of response to external stimulus	10	6.41025641	1.20E-04	"GBP5, CXCL10, CXCL11, CXCL9, CCL7, CCL1, CCR6, CXCL13, CXCL5, IDO1"	119	267	16650	5.240298367	0.268977502	0.007283088	0.007080162
GOTERM_BP_FAT	GO:1903530~regulation of secretion by cell	15	9.615384615	1.48E-04	"BLK, RAB3B, IL26, TNFRSF9, OR51E2, FGG, ILDR1, APOA1, ALOX15B, IL1A, AIM2, IFNG, CLEC6A, CLEC5A, CAMP"	119	630	16650	3.331332533	0.321307221	0.008669986	0.008428417
GOTERM_BP_FAT	GO:2000401~regulation of lymphocyte migration	5	3.205128205	1.80E-04	"CXCL10, CCL7, CCL20, CCR6, CXCL13"	119	40	16650	17.4894958	0.375953686	0.010245835	0.009960359
GOTERM_BP_FAT	GO:0002250~adaptive immune response	12	7.692307692	1.96E-04	"IGLL5, CD79A, CR2, IFNG, IRF4, LAMP3, IL23R, CLEC6A, SLAMF7, CCR6, CXCL13, AICDA"	119	420	16650	3.99759904	0.40244856	0.010950381	0.010645275
GOTERM_BP_FAT	GO:0098542~defense response to other organism	13	8.333333333	2.01E-04	"CXCL9, CCL20, IL23R, LPO, CXCL13, LYZ, IGLL5, CXCL10, AIM2, IFNG, IRF4, CLEC6A, CAMP"	119	494	16650	3.681999115	0.409360687	0.0109645	0.010659
GOTERM_BP_FAT	GO:0050921~positive regulation of chemotaxis	7	4.487179487	2.21E-04	"CXCL10, CXCL11, CXCL9, CCL7, CCR6, CXCL13, CXCL5"	119	121	16650	8.094312105	0.43952982	0.01181009	0.01148103
GOTERM_BP_FAT	GO:0001775~cell activation	18	11.53846154	2.28E-04	"CR2, PLA2G2D, IL23R, FGG, AICDA, IGLL5, CXCL10, CD79A, IFNG, CNR2, IRF4, UBD, MZB1, MT1G, SLAMF7, CCR6, ULBP1, IDO1"	119	910	16650	2.767568566	0.449529655	0.011933729	0.011601225
GOTERM_BP_FAT	GO:0002252~immune effector process	16	10.25641026	2.38E-04	"CR2, CXCL9, IL23R, APOA1, GZMB, AICDA, CXCL5, IGLL5, CXCL10, AIM2, IFNG, IRF4, MZB1, SLAMF7, CCR6, ULBP1"	119	742	16650	3.017055879	0.464173352	0.012228084	0.011887378
GOTERM_BP_FAT	GO:0046903~secretion	20	12.82051282	2.52E-04	"BLK, RAB3B, GBP5, PLA2G2D, PLA2G2C, IL26, TNFRSF9, OR51E2, FGG, ILDR1, APOA1, ALOX15B, MC4R, IL1A, AIM2, IFNG, CLEC6A, CLEC5A, AGR2, CAMP"	119	1098	16650	2.548560408	0.483625778	0.012561599	0.0122116
GOTERM_BP_FAT	GO:0045321~leukocyte activation	16	10.25641026	2.56E-04	"CR2, PLA2G2D, IL23R, AICDA, IGLL5, CD79A, IFNG, CNR2, IRF4, UBD, MZB1, MT1G, SLAMF7, CCR6, ULBP1, IDO1"	119	747	16650	2.996861395	0.488576137	0.012561599	0.0122116
GOTERM_BP_FAT	GO:0051050~positive regulation of transport	18	11.53846154	2.59E-04	"BLK, RAB3B, CXCL9, IL26, OR51E2, FGG, ILDR1, GZMB, ALOX15B, IL1A, CXCL10, CXCL11, AIM2, IFNG, CLEC6A, LIPG, CLEC5A, CAMP"	119	920	16650	2.737486299	0.492710323	0.012561599	0.0122116
GOTERM_MF_FAT	GO:0005102~receptor binding	24	15.38461538	2.76E-04	"BLK, CXCL9, IL26, CCL20, AMBN, IL23R, IL24, FGG, APOA1, DMP1, CXCL13, CXCL5, IL1A, IGLL5, CXCL10, CXCL11, IFNG, CCL7, SPP1, AGR2, VSTM1, CCL1, INSL3, ULBP1"	113	1462	15478	2.248538189	0.106172152	0.016071765	0.015756632
GOTERM_BP_FAT	GO:1904951~positive regulation of establishment of protein localization	13	8.333333333	3.04E-04	"BLK, IL26, OR51E2, FGG, GZMB, ALOX15B, IL1A, AIM2, IFNG, CLEC6A, CLEC5A, AGR2, CAMP"	119	517	16650	3.518196447	0.549771504	0.014501349	0.014097303
GOTERM_BP_FAT	GO:0051046~regulation of secretion	15	9.615384615	3.38E-04	"BLK, RAB3B, IL26, TNFRSF9, OR51E2, FGG, ILDR1, APOA1, ALOX15B, IL1A, AIM2, IFNG, CLEC6A, CLEC5A, CAMP"	119	683	16650	3.07282503	0.588064746	0.015828585	0.015387559
GOTERM_BP_FAT	GO:0071356~cellular response to tumor necrosis factor	9	5.769230769	3.47E-04	"KRT18, AIM2, CCL7, CCL20, TNFRSF9, APOA1, CCL1, CAMP, PSMA8"	119	244	16650	5.160834826	0.597366714	0.015951302	0.015506857
GOTERM_BP_FAT	GO:0033993~response to lipid	17	10.8974359	3.70E-04	"CXCL9, CCL20, IL23R, TNFRSF9, IL24, OR51E2, CXCL13, AICDA, CXCL5, CXCL10, CXCL11, IFNG, CNR2, SPP1, CCL1, CAMP, IDO1"	119	860	16650	2.765780731	0.620943381	0.016715865	0.016250117
GOTERM_BP_FAT	GO:0030335~positive regulation of cell migration	11	7.051282051	5.04E-04	"IL1A, CXCL10, CXCL11, CXCL9, IFNG, CCL7, CCL20, CCR6, CXCL13, INSL3, CXCL5"	119	395	16650	3.896394001	0.73348432	0.022398039	0.021773972
GOTERM_BP_FAT	GO:0006935~chemotaxis	13	8.333333333	5.47E-04	"CXCL9, CCL20, DCC, APOA1, CXCL13, CXCL5, CXCL10, CXCL11, IFNG, CCL7, CNR2, CCL1, CCR6"	119	552	16650	3.295122397	0.76188729	0.023888732	0.02322313
GOTERM_BP_FAT	GO:0042330~taxis	13	8.333333333	5.56E-04	"CXCL9, CCL20, DCC, APOA1, CXCL13, CXCL5, CXCL10, CXCL11, IFNG, CCL7, CNR2, CCL1, CCR6"	119	553	16650	3.289163767	0.76733937	0.023888732	0.02322313
GOTERM_BP_FAT	GO:0016477~cell migration	20	12.82051282	6.43E-04	"CXCL9, GPR15, CCL20, DCC, IL24, APOA1, CXCL13, ALOX15B, CXCL5, MMP12, IL1A, CXCL10, CXCL11, IFNG, CCL7, CNR2, OLR1, CCL1, CCR6, INSL3"	119	1184	16650	2.363445378	0.814651553	0.027166661	0.026409728
GOTERM_BP_FAT	GO:2000147~positive regulation of cell motility	11	7.051282051	6.60E-04	"IL1A, CXCL10, CXCL11, CXCL9, IFNG, CCL7, CCL20, CCR6, CXCL13, INSL3, CXCL5"	119	409	16650	3.763021101	0.823006338	0.027466809	0.026701513
GOTERM_BP_FAT	GO:2000404~regulation of T cell migration	4	2.564102564	7.12E-04	"CXCL10, CCL20, CCR6, CXCL13"	119	25	16650	22.38655462	0.845475159	0.029156611	0.028344232
GOTERM_BP_FAT	GO:2000403~positive regulation of lymphocyte migration	4	2.564102564	8.01E-04	"CXCL10, CCL7, CCL20, CXCL13"	119	26	16650	21.52553329	0.877568508	0.032132068	0.031236785
GOTERM_BP_FAT	GO:0051272~positive regulation of cellular component movement	11	7.051282051	8.09E-04	"IL1A, CXCL10, CXCL11, CXCL9, IFNG, CCL7, CCL20, CCR6, CXCL13, INSL3, CXCL5"	119	420	16650	3.664465786	0.880254305	0.032132068	0.031236785
GOTERM_BP_FAT	GO:0040017~positive regulation of locomotion	11	7.051282051	8.39E-04	"IL1A, CXCL10, CXCL11, CXCL9, IFNG, CCL7, CCL20, CCR6, CXCL13, INSL3, CXCL5"	119	422	16650	3.64709865	0.889273994	0.032819905	0.031905457
GOTERM_BP_FAT	GO:0002449~lymphocyte mediated immunity	9	5.769230769	9.62E-04	"IGLL5, CR2, IFNG, IL23R, GZMB, SLAMF7, CCR6, ULBP1, AICDA"	119	285	16650	4.418398939	0.919789161	0.037060889	0.036028276
GOTERM_BP_FAT	GO:0002443~leukocyte mediated immunity	10	6.41025641	9.76E-04	"IGLL5, CR2, IFNG, IL23R, GZMB, SLAMF7, CCR6, ULBP1, AICDA, CXCL5"	119	356	16650	3.930223775	0.922650921	0.037060889	0.036028276
GOTERM_BP_FAT	GO:0016042~lipid catabolic process	9	5.769230769	0.001174333	"PLA2G2D, ACOXL, PLA2G2C, HRASLS2, LIPG, AKR1D1, LIPM, APOA1, GBA3"	119	294	16650	4.283141828	0.954028576	0.043953604	0.042728943
GOTERM_BP_FAT	GO:0001906~cell killing	6	3.846153846	0.001204897	"IFNG, IL23R, GZMB, SLAMF7, ULBP1, CAMP"	119	112	16650	7.495498199	0.95757172	0.044462411	0.043223573
GOTERM_CC_FAT	GO:0044421~extracellular region part	44	28.20512821	0.001282197	"RAB3B, PIGR, CXCL9, HIST1H3J, KLK1, IL26, CPNE7, IL24, AKR1D1, DMP1, LPO, CXCL13, CXCL5, PSMA8, CCL7, LIPG, SPP1, AGR2, OLR1, VSTM1, CA6, CCL1, CAMP, CR2, SPINK8, CCL20, AMBN, TNFRSF9, FGG, APOA1, LYZ, ALOX15B, CHIT1, MMP12, IL1A, IGLL5, CXCL10, CXCL11, KRT18, F9, IFNG, CHI3L2, FBP1, PADI1"	107	3878	14527	1.540412487	0.276258572	0.10770459	0.10770459
GOTERM_BP_FAT	GO:0032940~secretion by cell	17	10.8974359	0.001286425	"BLK, RAB3B, GBP5, IL26, TNFRSF9, OR51E2, FGG, ILDR1, APOA1, ALOX15B, MC4R, IL1A, AIM2, IFNG, CLEC6A, CLEC5A, CAMP"	119	966	16650	2.462289264	0.965743872	0.046811566	0.045507275
GOTERM_BP_FAT	GO:0007186~G-protein coupled receptor signaling pathway	20	12.82051282	0.001361059	"OR2D3, CXCL9, GPR15, GUCY2D, CCL20, OR51E2, APOA1, CXCL13, CXCL5, MC4R, CXCL10, CXCL11, CCL7, CNR2, OR2AG2, OR8B2, CCL1, CCR6, S1PR5, OR10A5"	119	1261	16650	2.219127143	0.971837552	0.048848971	0.047487912
GOTERM_BP_FAT	GO:0051222~positive regulation of protein transport	11	7.051282051	0.001602863	"BLK, IL1A, AIM2, IFNG, IL26, CLEC6A, CLEC5A, OR51E2, FGG, ALOX15B, CAMP"	119	460	16650	3.345816588	0.985071364	0.056254604	0.054687205
GOTERM_BP_FAT	GO:0045926~negative regulation of growth	8	5.128205128	0.001610342	"IFNG, DCC, SPP1, MT1G, MT1H, ALOX15B, FBP1, CAMP"	119	240	16650	4.663865546	0.985361609	0.056254604	0.054687205
GOTERM_BP_FAT	GO:0032612~interleukin-1 production	5	3.205128205	0.001701466	"GBP5, AIM2, IFNG, CCL20, APOA1"	119	72	16650	9.716386555	0.988476203	0.058655809	0.057021506
GOTERM_BP_FAT	GO:0050702~interleukin-1 beta secretion	4	2.564102564	0.001769038	"GBP5, AIM2, IFNG, APOA1"	119	34	16650	16.46070193	0.990349598	0.060193254	0.058516114
